Village,Latitude,Longitude
Mudhaha Khurd,24.640376,80.74729
Ahirgaon,24.632429,80.783993
Rampurwa,24.692223,80.641441
Majhiyar,24.639126,80.953089
Lalpur,24.6321,80.85824
Umarhat,24.629998,80.672161
Shivpur,24.629172,80.734669
Beohari,24.61522,80.606402
Ghughchihai,24.623455,80.988314
Sagama,24.631069,80.834767
Hamirpur B,24.691674,80.63077
Bathiya Khurd,24.631038,80.880153
Phutaundhi,24.630447,80.948775
Lilauri,24.630023,80.932392
Mahkona,24.629172,80.697175
Dhaurhara,24.626999,80.763762
Naina Sagmaniya,24.618891,80.893946
Basudha,24.621828,80.655483
Bathiya Kalan,24.622683,80.869181
Hadbadpur,24.624697,80.846607
Pithaipur,24.617611,81.030004
Bhad,24.621747,80.805861
Tikuri,24.620744,80.642053
Phutaundha,24.621949,80.941375
Majhgawan,24.61991,80.828185
Khamhariya Tiwariyan,24.615708,80.957582
Birhuli,24.609739,80.906568
Dhankher Kalan,24.617919,80.743448
Karhi Kothar,24.598381,80.792508
Rajarwara,24.614926,80.705558
Bachwai,24.615171,80.767834
Chaurakhurd,24.691734,80.807573
Dagdiha Tukda,24.698947,80.902816
Gaura,24.696543,80.877609
Bouliha,24.698708,80.894659
Majhgawan,24.65466,80.723659
Dharampura,24.652495,80.9667
Kaima Unmulan,24.619475,80.85576
Malgaon,24.614782,81.002246
Sarbahana,24.614084,80.929748
Chhinda,24.612194,80.725826
Lohra,24.615463,80.91838
Bhatpurwa,24.611696,80.940915
Kaima Kothar,24.61332,80.851285
Sapti Dube,24.609769,80.678069
Sapti Maphi,24.611348,80.693034
Khamhariya Kalan,24.604083,80.711429
Kachanar,24.605974,80.640398
Bela,24.611084,80.873359
Barha,24.611366,80.735995
Karhi Harmall,24.603573,80.813489
Khaira,24.605423,80.82851
Bachbai,24.606408,80.741834
Karhi Pawai,24.608193,80.80544
Helaundha,24.603811,80.661216
Khamhariya Payasin,24.605718,80.949473
Jamodi,24.602775,80.967157
Chulhi,24.595814,80.998025
Sakariya,24.598288,80.9179
Majhiyar,24.604891,81.002148
Bader,24.600314,80.932456
Satna,24.574874,80.854852
Harduwa Majhol,24.601764,80.750312
Rewra,24.603193,80.770976
Khajurhara,24.597861,80.981675
Nauwasta,24.599849,80.689181
Khamhariya Khurd,24.595159,80.729384
Atarhara,24.593932,80.962515
Mohanna,24.594238,80.94918
Chakmurar,24.593629,80.906339
Giduri,24.590209,80.802981
Sandwa,24.593495,80.595783
Khaira,24.590419,80.609457
Saristal,24.589351,80.780695
Bhulani,24.592697,80.626604
Patna,24.593084,80.713799
Deora,24.591763,80.770588
Salaiya Unmukt,24.590848,80.670186
Bamhaur,24.59296,80.750994
Barkoniya Kothar,24.594264,80.6481
Amaudha Khurd,24.589214,80.818425
Matehana,24.583759,80.931322
Mand,24.584093,80.945618
Barkoniya Maphi,24.588059,80.640346
Badarkha,24.584715,80.984938
Damha,24.583003,80.699156
Hinauti,24.587292,81.008995
Karrahai,24.58015,80.917531
Lalpur,24.581085,80.717758
Kolar,24.586243,80.682355
Itma,24.578658,80.757744
Satri,24.580276,80.964247
Sitpura,24.576416,80.735005
Itaura,24.58611,80.792141
Nagod,24.57152,80.600594
Majhbogawan,24.570061,80.821038
Bikara,24.58119,80.625259
Reruwa Kalan,24.582672,80.655373
Satdhar,24.582211,80.771062
Chakbandi,24.578336,80.798138
Brethiya Kothar,24.571541,80.686313
Hinauta,24.571091,80.9868
Madhi Khurd,24.578258,80.667795
Mauhari,24.572574,80.704521
Sohawal,24.575185,80.788869
Bamhauri,24.564587,81.012778
Mankahari,24.569817,80.998947
Sijahata,24.584225,81.023354
Salaiya Kothar,24.572867,80.638469
Ganesha,24.566091,80.953324
Akauna Khurd,24.570334,80.66845
Semara,24.571211,80.940389
Kachloha,24.565638,80.622529
Reruwa Khurd,24.567958,80.653638
Bhitari Ubari,24.563306,80.709183
Bharri,24.558586,80.769902
Baghedi,24.566866,80.792839
Patouda,24.567206,80.676199
Babupur,24.568828,80.782105
Ghorhati,24.562598,80.75279
Beeriha,24.565428,80.896957
Sidhauli,24.564916,80.938172
Bhitari,24.560832,80.691181
Patwara,24.561501,80.646025
Koni,24.560764,80.73566
Barbasa,24.55944,80.927778
Lakhamad,24.557682,80.714896
Sohaula,24.564196,80.784197
Jakhi,24.562854,80.726937
Chakahat,24.557258,80.756975
Sajjanpur,24.565901,80.973057
Madhavgarh,24.574109,80.88846
Khairi,24.558803,80.6773
Sejahata,24.554988,80.87553
Narsinghpur,24.556733,81.000241
Mahurachh Kadaila,24.551542,80.991882
Sonoura,24.547156,80.886804
Semri,24.549678,80.651097
Chan Kuiya,24.546001,80.611405
Jiganhat,24.55087,80.802203
Dadhiya,24.546632,80.779164
Lohara,24.559385,80.941837
Katiya,24.558221,80.897543
Dadhiya,24.55206,80.979001
Ghinauchi,24.552761,80.93503
Khari,24.549711,81.028384
Gada,24.548818,80.951812
Bathiya,24.551213,81.016785
Shahpur,24.551788,80.591803
Delaura,24.551536,80.964553
Majhokhar,24.551654,80.744795
Amdari,24.5495,80.727802
Tikuriya,24.548142,80.921717
Bari,24.548685,80.904361
Turkaha,24.54802,80.679168
Koluha,24.547738,80.711361
Lohraura,24.541746,80.826584
Chakahata,24.547191,80.755783
Mataha,24.546837,80.976757
Kolhuwa,24.539621,80.975545
Itaura,24.541506,80.916871
Marauha,24.540914,80.936296
Shankarpur,24.535957,81.007378
Semriha,24.537404,80.757731
Imarti,24.543126,80.736836
Pataura,24.520377,80.784374
Furtal Khurd,24.537498,80.666559
Pathraudha,24.538712,80.675931
Tighara,24.535786,80.840995
Turri,24.541609,80.750127
Kulgarhi,24.535153,80.710897
Baraha,24.538923,80.899361
Amkui,24.538196,80.644883
Majhiyar Kalan,24.536582,80.909076
Shyamnagar,24.519564,80.688389
Bairagal,24.533451,80.684914
Koni Pandawali,24.52953,80.590028
Harduwa Kothar,24.533591,80.816689
Bansabarri,24.535698,80.741046
Furtal Kalan,24.533082,80.662075
Richhahari,24.521703,80.962252
Chauthaha,24.528466,80.831854
Atarhara,24.533599,80.981679
Pangari,24.532216,80.748912
Sonvarssha,24.533719,80.872635
Purwa,24.534574,80.925859
Belahata,24.531796,80.885587
Mahdei,24.531973,80.855679
Urdan,24.529393,80.618767
Lalpur,24.521338,80.720853
Bandhi Mohar,24.508552,80.817717
Majhiyar Khurd,24.526544,80.952237
Saraya,24.527532,80.904272
Khagaura,24.533025,80.918931
Gahilokhar,24.524568,80.933333
Beernai,24.520356,80.944096
Basaura,24.530563,80.692812
Majhgawan Khurd,24.530741,80.651465
Mughar,24.528667,80.637371
Atra,24.523425,80.757835
Badhaiya,24.523987,80.980333
Sonwarsa,24.525608,80.870234
Nandaha,24.521094,80.733125
Badhaura,24.523024,81.018312
Gauri,24.526378,80.921811
Harduwa Ubari,24.522737,80.845125
Umri,24.525143,80.857143
Ghateh Kalan,24.526059,80.656681
Badhaura,24.515906,81.015293
Mahendrapur,24.520381,80.605012
Pangara,24.521838,80.745432
Manikpur,24.515668,80.704435
Lakhaha,24.520085,80.890815
Padkhuri,24.513294,80.983167
Rahikawara,24.515135,80.642134
Gunhar,24.517601,80.62471
Ghateh Khurd,24.519791,80.659485
Pateri,24.516604,80.860562
Bhagdeora,24.518984,80.923573
Ghoti,24.515552,80.871001
Amiliya,24.517479,80.903932
Radhepur,24.492014,80.622296
Barhata,24.507048,80.878039
Gadhwa,24.496473,80.683565
Selhana,24.500925,81.008836
Baijanha,24.500168,81.00178
Bhatanwara,24.508909,80.849907
Chakdahi,24.506519,80.893208
Dudaha,24.501158,80.729831
Kaitha,24.504946,80.863192
Birpur,24.498799,80.769675
Guduhuru,24.504677,80.994937
Dudahi,24.502979,80.707923
Semri Dube,24.498197,80.847194
Gantha,24.484769,81.027853
Ghudhuwa,24.479643,80.811855
Lilaha,24.490947,80.981436
Nemuwa,24.496676,80.991686
Sahijana Ubari,24.483334,80.870175
Pondee Garada,24.476394,80.740554
Gauhari,24.481906,80.903555
Antarbediya Kalan,24.482355,80.783724
Semri Kurmahai,24.491505,80.837179
Dinpura,24.48466,80.843544
Gunjhir,24.485804,80.696996
Kudiya,24.481999,80.978835
Jadavpur Kothar,24.479278,80.62677
Jirwar Kalan,24.64185,80.710816
Bhardwaran Tola Kothar,24.626151,80.750179
Pater,24.626097,81.00458
Amha,24.586405,80.708835
Badkhera,24.579972,80.634726
Madwajhar,24.484452,80.939789
Katkon Kalan,24.623009,80.625617
Padariya,24.592504,80.694117
Badkhera,24.522732,80.879418
Piprokhar,24.537442,80.767164
Barethiya Ubari,24.579278,80.684669
Tatiyajhir,24.502605,80.652846
Dhausad,24.480938,80.673516
Tighra,24.501287,80.667335
Tikuri,24.508555,81.014957
Goura,24.614684,80.791366
Sherganj,24.573981,80.809776
Lamtara,24.5669,80.802545
Mednipur,24.692768,80.840513
Kusiyara,24.675794,80.851943
Nimi,24.588158,80.893943
Baboopur,24.64159,80.938962
Salaiya,24.663997,80.832998
Koniya,24.478156,80.65608
Amgar,24.502003,80.693649
Gaura,24.672739,80.857252
Satna Rly Colony OG,24.571423,80.835466
Arrhat,24.462605,81.39846
Sidhpur,24.92182,80.398373
Panari,24.903085,80.472796
Nawasta,24.913958,80.371328
Baveru,24.914469,80.349145
Biladi,24.912888,80.388919
Rampur Hardi,24.909628,80.359602
Jaruwa Kheda,24.899322,80.519129
Simariya,24.889104,80.405709
Kalyanpur,24.90191,80.347312
Hirapur,24.897137,80.372912
Jhanda,24.891061,80.580887
Bhairaha,24.886796,80.338221
Chunaha,24.88634,80.353336
Imloniya,24.881765,80.44048
Kudakpur,24.86894,80.51081
Sildhara,24.878176,80.556155
Chataini,24.872995,80.386172
Luharhai,24.8736,80.526051
Shahpura,24.866132,80.546606
Gahra,24.835348,80.449913
Jamunha,24.852626,80.579464
Pahadi Khera,24.846293,80.514285
Rahuniya,24.854832,80.360795
Hardwahi Bhawanipur,24.846851,80.55424
Itaura,24.849559,80.531998
Gujar,24.848235,80.349055
Singhpur,24.843168,80.418316
Udaipur,24.836512,80.472981
Kunwarpur,24.825315,80.43091
Maira,24.827523,80.361646
Umari,24.834255,80.573115
Bangla,24.832044,80.370742
Bhasuda,24.800174,80.504612
Hirapur,24.822246,80.49169
Bhawanipur,24.818947,80.542772
Phutijhir,24.823435,80.565811
Bhamka,24.816907,80.402839
Dharampur Dhanoja,24.814728,80.463701
Ramkhiriya,24.817821,80.421375
Paharuwa,24.814138,80.376752
Dharampur,24.815358,80.414513
Gajna,24.803201,80.482258
Brijpur,24.802561,80.422022
Dhanoja,24.801468,80.448795
Damchuwa,24.781836,80.450437
Bijwara,24.80271,80.368096
Sirswaha,24.805239,80.394519
Badera,24.791663,80.462686
Badgadi Khurd,24.786014,80.409828
Hatupur,24.778946,80.427076
Itwa Khas,24.768733,80.377441
Akla,24.783288,80.403889
Shahpur,24.774273,80.47304
Sukwaha Kalan,24.782059,80.48364
Pukhra,24.759899,80.444608
Makarikuthar,24.723413,80.385225
Damchuwa,24.860046,80.473481
Shankarpur,24.857902,80.457833
Pathariya,24.852871,80.427535
Raipani,24.82818,80.390233
Khmriya,24.790323,80.343844
Umarjhala,24.746318,80.360431
Khirwa,24.813384,80.364351
Pali,24.852604,80.376215
Bandha Alias Naubasta,24.745263,80.502789
Kathwaria,24.911653,80.551286
Salikpur,24.920933,80.498028
Kodwarin,24.918931,80.526762
Kudiya,24.742913,80.478791
Sehalaxmanpur,24.893243,80.493445
Duduwa,24.79583,80.557673
Usrar,24.749478,80.53586
Chamar,24.774133,80.517951
Pahadiya,24.766011,80.568416
Urdana Khurd,24.747401,80.413293
Medhkani,24.758094,80.551016
Jharsi,24.750275,80.579332
Kadhmanu,24.736658,80.452737
Gonda,24.74502,80.525313
Durgapur,24.712962,80.474555
Chaupada,24.732248,80.556909
Raund,24.702574,80.536429
Mora,24.700548,80.433138
Jhiriya,24.710242,80.562836
Purusottampur,24.708793,80.554517
Bhaihai,24.705316,80.576341
Dhedo,24.740087,80.436612
Jhali,24.856714,80.552851
Patalia,24.857655,80.49254
Icholiya,25.012782,80.366241
Sukwaha,24.998012,80.341168
Rajapur,24.990045,80.356047
Biharsakhariya,24.980873,80.331791
Nandanpur,24.971156,80.344879
Bahirwara,24.958483,80.355205
Shahpura,24.949374,80.334914
Baraha,24.967724,80.558373
Hardi,24.929788,80.355394
Salaiya,24.922947,80.337105
Makhanpur,24.944394,80.35846
Nakarhai,24.94095,80.566311
Marwa,24.871149,80.91322
Lalitpur,24.926358,80.515418
Bhadaiyan,25.033207,80.430458
Khora,25.019037,80.406126
Chandrawal,25.033209,80.39384
Nizampur,25.010745,80.441299
Madarka,24.997734,80.386234
Kiratpur,24.994701,80.419149
Narayanpur,24.964749,80.430674
Dharampur,24.972685,80.452974
Nayagaon,24.961795,80.387103
Majhgawan Kalinjar,24.963532,80.416071
Champatpur,24.969184,80.399826
Kudra,24.949883,80.464309
Jahangirabad,24.998513,80.457248
Ramnagar,24.989973,80.447276
Krola,24.909653,80.445872
Kalyanpur Khora,25.012582,80.427176
Imlahat,24.976598,80.363427
Baraha,24.912622,80.660189
Gopalsagar,24.985776,80.511179
Mudiadev,24.992651,80.53518
Saraian,24.975886,80.495597
Jawarin,24.970525,80.57374
Balbhadrapur,24.963637,80.491396
Kaunhari,24.949799,80.492451
Gopalpur,24.961616,80.539414
Kairot,24.954208,80.576544
Biharpur,24.953994,80.514109
Bhawar,24.944729,80.515032
Bansakar,24.932748,80.549386
Pahauwa,24.934879,80.530115
Makari,25.062073,80.442091
Harnampur,25.055366,80.420623
Kandaila Kalan,24.894951,81.018223
Amarchi,25.049342,80.399129
Bhakhuri,25.05183,80.461283
Tulapur,25.046794,80.37986
Kewatpur,25.04377,80.438441
Kajipur,25.046798,80.447785
Dewalpur,25.092152,80.510065
Maukachh,25.092718,80.494813
Rampur Kalan,25.074478,80.575797
Nardaha,25.060955,80.520404
Kathgaon,25.036521,80.472354
Manipur,25.036052,80.490087
Pathar Kachhar,25.037502,80.563988
Keshawpur,25.071786,80.503947
Katarra,25.095964,80.483344
Kothitola,24.878844,80.58603
Tamar,24.872831,81.015197
Naigawan Chaubiyan,24.870795,80.607939
Diya,24.858954,80.610543
Kishunpur,24.922932,80.636127
Tikara,24.919563,80.942992
Bhathawa,24.913193,80.593776
Piparhai,24.92029,81.008166
Rohiniya,24.917635,80.736316
Bichhiya,24.91932,80.855779
Bhathiya,24.921235,80.657244
Lotni,24.917803,80.924987
Karariya,24.910018,80.884751
Sarbhanga,24.9052,80.903313
Hardi,24.914534,80.97799
Patna Kalan,24.892712,80.720489
Gahira,24.901761,80.829431
Khodari,24.897563,80.859422
Karigohi,24.891398,80.959574
Rampur Garri,24.904499,80.652721
Umariha,24.904751,80.766575
Mugwari,24.907929,81.028651
Piparawan,24.907441,80.921185
Mahapar,24.909728,81.016794
Tikuri,24.91198,80.68814
Majhgawan,24.889637,80.638177
Birpur,24.904339,80.997214
Mudkhoha,24.891241,80.694098
Kelhaura,24.888001,80.669565
Harsed,24.90383,80.976159
Udli,24.900926,81.017985
Jhakhaura,24.897516,80.989194
Siddha,24.886749,80.91492
Amuwa,24.898583,81.031141
Mukat,24.899236,81.006048
Baruwa,24.896003,80.931082
Parewa,24.883446,80.81548
Ghamiraha,24.891721,81.007903
Patna Khurd,24.889249,80.757083
Pahdi,24.891394,80.993162
Lohara,24.887136,80.932005
Ghatiniya,24.889739,81.022341
Kanpur,24.874633,80.784382
Kusiyara,24.88496,81.012741
Ladara,24.883443,81.00177
Selaura,24.882232,80.992063
Jariha,24.88497,81.0267
Degarahat,24.877218,80.873319
Kathara,24.866749,80.976296
Deora,24.878337,80.936769
Naugawan,24.874548,80.899565
Barui,24.865567,80.943318
Turra,24.865438,80.739496
Panghati,24.858079,80.769134
Kamakhuiya,24.879053,81.016953
Chaurehi,24.86289,80.842858
Bari Amrai,24.876658,80.925456
Gujhawan,24.878482,80.914832
Kawar,24.863439,80.754006
Pachhit,24.867523,80.707601
Sonbarsa,24.868883,80.955307
Selaha,24.863698,80.920983
Dighari,24.863373,80.67775
Chandaini,24.865835,80.815075
Chitahra,24.857577,80.863797
Barha,24.858619,80.890743
Badbada,24.847286,80.727792
Tagi,24.848518,80.714416
Rasada,24.857609,81.000016
Chhanihara,24.849519,80.906362
Kuchmaila,24.853204,80.936079
Hiraundi,24.849725,80.817505
Koldari,24.848718,80.788779
Pagar Kalan,24.845708,80.954079
Piparitola,24.836204,80.921891
Barhatha Kalan,24.841634,80.663364
Patna Khurd,24.851425,80.989351
Badera Kalan,24.84815,80.97061
Barhatha Khurd,24.841162,80.680642
Pipraha,24.850947,81.017951
Nayagaon,24.810615,80.889828
Bhargawan,24.830757,80.805365
Chakar,24.837034,80.631147
Tighara,24.840601,80.985128
Kathauta,24.830014,80.835294
Kailashpur,24.834468,80.76053
Pagar Khurd,24.834178,80.938859
Dunaw,24.84002,80.993096
Haliya Kalan,24.842492,81.016962
Nagbar Unmulan,24.80906,81.00971
Harduwa,24.836305,80.980703
Lalpur,24.814075,80.623352
Mauhar,24.833947,80.999601
Badera Khurd,24.835183,80.967719
Sarsi,24.920946,80.700093
Narora,24.923349,80.970131
Kolkhata,24.905679,81.008568
Gudhwa,24.823947,80.989053
Berhana,24.834977,81.015504
Patangar,24.819947,80.719812
Dalela,24.828553,80.821201
Hinauta,24.827253,80.977043
Gauhani,24.818125,80.739457
Bahera,24.814679,81.017432
Majan,24.820159,80.958481
Amdari,24.810722,80.674098
Umardari,24.820722,80.606781
Kachura,24.80396,80.596799
Godgawan,24.820511,80.999089
Myan,24.808886,80.652958
Baidan Tola,24.819447,80.9429
Motwa,24.809798,80.783616
Rajhokhar,24.818632,81.027278
Badkher,24.820316,80.915367
Machkheda,24.80965,80.920442
Birsinghpur,24.804361,80.980957
Jhonta,24.816538,81.010367
Swata,24.808098,80.844735
Sagra,24.801294,80.817742
Bihariya,24.807873,80.936304
Ujaini,24.805487,81.002099
Chandai,24.802347,80.852514
Khadauri Kalan,24.801745,81.020204
Marwa,24.802657,80.875039
Nagbar Kothar,24.798539,81.008911
Jhanda,24.794137,80.703979
Athabarhi,24.780052,80.639464
Khutaha,24.788506,80.864261
Belha,24.799959,80.932037
Khadaura,24.796927,81.027976
Mauhar,24.76898,80.740874
Gorsari,24.793842,80.873775
Salaiya,24.793266,80.93377
Goraiya,24.776189,80.68053
Shivsagar,24.779718,80.773343
Khanch,24.788476,80.961509
Kitha,24.777792,80.850071
Rampura B,24.782083,80.74938
Semara,24.788212,81.021229
Lakhaha,24.786504,80.88101
Karkal,24.78551,80.972259
Atrar,24.787461,80.83045
Reuhan,24.783859,80.944706
Pachali Khurd,24.787102,81.000665
Pachali Kalan,24.78747,81.010128
Semra,24.783233,80.893225
Sujawal Khurd,24.784969,80.926565
Mahtain,24.751085,80.597819
Didaundh,24.75346,80.727412
Barhana,24.766516,80.69394
Nayagaon,24.774291,80.804508
Patihar,24.777535,80.666022
Bandhi,24.782296,80.912962
Duduwar,24.78083,80.83765
Nagaura,24.779312,80.985764
Amiliya,24.774005,80.833296
Maudaha,24.77646,80.97045
Khangarh,24.762837,80.620308
Bamhauri,24.775246,80.88349
Kalwalia,24.778441,81.01895
Tikuri,24.778539,81.008855
Mahuwapar,24.777095,80.95901
Sikrauda,24.776968,81.028266
Bamuraha,24.774591,80.929385
Telani,24.773146,80.86906
Berhana,24.772209,80.903965
Rampura,24.753488,80.70991
Sujawal Kalan,24.767634,80.943155
Khatola,24.764468,80.760899
Bara,24.761304,80.960665
Ghorkat,24.763183,81.014601
Andharwar,24.764141,80.995378
Marwa,24.759002,80.838476
Domhai,24.758831,80.978729
Bhaiswar,24.758313,80.823477
Malmau,24.764966,80.927677
Galbal,24.76419,80.874621
Kumhraula,24.76331,80.900048
Sirsaha,24.760991,80.921522
Jhali,24.740136,80.682083
Uday Sagar,24.759742,80.780528
Sonour,24.756091,80.800832
Bachhoura,24.75296,81.023741
Jaitwara,24.745037,80.874089
Gadari,24.756303,80.894163
Karsara,24.742201,80.653054
Chund Kalan,24.752244,80.949078
Majhgawan,24.754385,80.912152
Chund Khurd,24.752695,80.93929
Lakhpurwa,24.455503,81.359232
Kothi,24.739172,80.789875
Mehuti,24.736324,80.93804
Bhatgawan,24.747544,80.995259
Paikauri,24.735945,80.670293
Parsdiya,24.743438,80.908915
Bamhraula,24.741399,80.816696
Ghorkati,24.746447,81.011288
Khokhali,24.744742,80.829914
Koniya,24.746212,80.894984
Kathar,24.746004,80.961057
Singhpur,24.719513,80.586193
Deori,24.745994,81.030101
Booda,24.745215,80.978642
Paikaura,24.733971,80.663651
Majhtola,24.744064,80.803263
Gahiri,24.724947,80.961357
Nadna,24.738552,80.858638
Sudamapur,24.738157,80.959618
Lakhanwah,24.733348,81.022082
Tihai,24.732451,80.996528
Semari,24.73196,80.97109
Rnehi,24.732386,80.808683
Bamhauri,24.738754,81.002726
Jhari,24.729539,80.902145
Kolpata,24.728732,80.711102
Pondi,24.720637,80.784029
Mamkahri,24.726298,80.768082
Bhanwar,24.713903,80.6466
Sagma,24.733097,80.758881
Susuwar,24.737736,80.833922
Naina Kothi,24.721074,80.75377
Mohniya,24.729945,80.980478
Barah,24.72962,80.64522
Patari,24.730836,80.830646
Jetwara,24.726163,80.864293
Chorbari,24.716282,80.632801
Tikar,24.716197,80.618708
Avdhendra Sagar,24.727819,80.742672
Pangara,24.725837,80.72887
Akauna Mehuti,24.727152,80.924966
Umari,24.72431,80.993704
Ghughuwar,24.724457,80.844983
Kupari,24.721061,80.914231
Purawa,24.717086,80.819723
Itma,24.719721,80.833024
Khadauri,24.720657,80.67808
Madhaopur,24.718689,81.033864
Chakgarhawa,24.454493,81.262744
Semaria,24.710622,80.666033
Farhad,24.717518,80.975526
Raipur,24.71802,80.744789
Khamha,24.714893,80.801441
Turri,24.711747,80.892387
Hatia,24.714459,80.85428
Semri Kalan,24.716086,80.7281
Madni,24.709924,80.808563
Khamharia,24.707035,80.87167
Jamunihai,24.70937,80.611356
Semra,24.709659,80.947473
Khadaura,24.711205,80.681679
Dehuta,24.705825,80.73747
Ghaderua,24.701761,80.747927
Lokhariha,24.709115,80.758037
Gulue,24.70516,80.783684
Mankahari,24.703341,80.725873
Hati,24.706528,80.845896
Ujraudha,24.702929,80.713522
Deori Kalan,24.706177,80.699003
Naukhad Kalan,24.699543,80.691136
Riwar,24.704794,80.858237
Kathwaria Kala,24.70286,80.824056
Pachaur,24.807556,80.830411
Majhilabandh,24.440406,81.305072
Tapkana,24.881558,80.616823
Semrahan Kalan,24.866521,81.012577
Ragauli,24.857496,81.008005
Mahuraniya,24.858577,80.799895
Bardiya Mishra,24.85607,81.029836
Naugawan,24.85338,80.633239
Sandi,24.845097,81.025421
Amirati,24.89194,80.902614
Kirkiraw,24.874753,81.022505
Arraha,24.790066,81.029924
Karaundi,24.816428,80.921398
Bador,24.752644,80.772525
Deori,24.700561,80.855646
Akouna,24.706106,80.905817
Raiya,24.838184,80.882572
Baurbandh,24.441858,81.329543
Bhiyamau,25.134408,80.605106
Kharaha,25.124831,80.713502
Kherwa,25.127685,80.625653
Sejwar,25.114517,80.750069
Lalpur,25.087061,80.76233
Chuwa,25.108725,80.609443
Tendhee Patmaniya,25.105164,80.769238
Rampur Khurd,25.070007,80.588916
Kathar,25.090292,80.604606
Maharaj Nagar,25.086421,80.620346
Kandar,25.071108,80.65041
Jamal,25.077823,80.619133
